Customer ID,Order ID,Order Date,Sales Amount,Category,Region
CUST-0017,ORD-2025281,2023-07-01,113.49,Fashion,North
CUST-0511,ORD-2023238,2023-07-02,192.74,Home & Living,West
CUST-0801,ORD-2025735,2023-07-02,68.96,Sports,North
CUST-0882,ORD-2026538,2023-07-02,238.38,Electronics,West
CUST-0805,ORD-2025268,2023-07-02,348.06,Electronics,East
CUST-0624,ORD-2025244,2023-07-02,157.47,Electronics,West
CUST-0325,ORD-2026082,2023-07-03,249.34,Electronics,East
CUST-0640,ORD-2025969,2023-07-03,36.42,Groceries,North
CUST-0396,ORD-2023192,2023-07-03,36.09,Beauty,East
CUST-0830,ORD-2026064,2023-07-04,132.06,Home & Living,North
CUST-0392,ORD-2025127,2023-07-04,43.28,Groceries,North
CUST-0640,ORD-2024680,2023-07-05,108.91,Fashion,South
CUST-0006,ORD-2026136,2023-07-05,140.13,Home & Living,West
CUST-0122,ORD-2024640,2023-07-05,112.07,Beauty,West
CUST-0845,ORD-2024954,2023-07-05,51.32,Beauty,South
CUST-0860,ORD-2026572,2023-07-05,117.69,Sports,East
CUST-0644,ORD-2025284,2023-07-05,225.83,Electronics,East
CUST-0074,ORD-2023111,2023-07-05,77.19,Fashion,South
CUST-0832,ORD-2024347,2023-07-06,67.8,Beauty,North
CUST-0136,ORD-2024048,2023-07-07,83.93,Beauty,Central
CUST-0058,ORD-2024283,2023-07-07,68.1,Beauty,Central
CUST-0826,ORD-2025254,2023-07-07,105.7,Fashion,North
CUST-0611,ORD-2025730,2023-07-08,124.06,Fashion,West
CUST-0068,ORD-2023572,2023-07-08,223.69,Electronics,South
CUST-0851,ORD-2023123,2023-07-08,94.27,Beauty,East
CUST-0896,ORD-2025638,2023-07-08,94.09,Fashion,North
CUST-0412,ORD-2023656,2023-07-08,102.22,Electronics,West
CUST-0151,ORD-2025854,2023-07-08,205.8,Fashion,South
CUST-0054,ORD-2024790,2023-07-08,86.0,Home & Living,North
CUST-0826,ORD-2024099,2023-07-09,72.37,Electronics,South
CUST-0553,ORD-2023816,2023-07-09,134.48,Home & Living,North
CUST-0023,ORD-2024453,2023-07-09,131.64,Sports,North
CUST-0020,ORD-2024938,2023-07-09,121.61,Fashion,East
CUST-0209,ORD-2024810,2023-07-09,46.78,Home & Living,East
CUST-0684,ORD-2026421,2023-07-09,67.8,Fashion,West
CUST-0062,ORD-2024353,2023-07-10,52.83,Groceries,West
CUST-0739,ORD-2023719,2023-07-10,96.03,Home & Living,East
CUST-0001,ORD-2024598,2023-07-10,130.76,Fashion,West
CUST-0568,ORD-2024967,2023-07-10,160.43,Fashion,Central
CUST-0193,ORD-2025887,2023-07-10,222.81,Home & Living,East
CUST-0695,ORD-2025645,2023-07-10,25.58,Groceries,West
CUST-0267,ORD-2023290,2023-07-10,50.5,Beauty,West
CUST-0265,ORD-2024685,2023-07-11,91.63,Electronics,South
CUST-0428,ORD-2025329,2023-07-11,62.39,Fashion,East
CUST-0189,ORD-2026526,2023-07-11,227.78,Home & Living,North
CUST-0568,ORD-2025277,2023-07-11,115.13,Home & Living,Central
CUST-0482,ORD-2023589,2023-07-11,70.87,Groceries,North
CUST-0898,ORD-2024741,2023-07-11,30.08,Groceries,East
CUST-0751,ORD-2024769,2023-07-12,180.6,Electronics,East
CUST-0501,ORD-2024576,2023-07-12,188.97,Electronics,North
CUST-0494,ORD-2026550,2023-07-12,173.21,Electronics,North
CUST-0659,ORD-2026492,2023-07-12,354.14,Electronics,Central
CUST-0691,ORD-2025260,2023-07-12,94.79,Fashion,North
CUST-0900,ORD-2026035,2023-07-13,177.72,Sports,West
CUST-0586,ORD-2023425,2023-07-13,148.81,Fashion,West
CUST-0824,ORD-2023402,2023-07-13,61.68,Beauty,North
CUST-0643,ORD-2024657,2023-07-13,140.99,Beauty,East
CUST-0669,ORD-2024462,2023-07-13,59.23,Fashion,North
CUST-0433,ORD-2025936,2023-07-13,67.84,Beauty,Central
CUST-0090,ORD-2023292,2023-07-13,95.05,Fashion,South
CUST-0470,ORD-2023605,2023-07-13,44.01,Groceries,South
CUST-0403,ORD-2024260,2023-07-13,91.5,Beauty,West
CUST-0794,ORD-2025094,2023-07-13,389.1,Electronics,North
CUST-0365,ORD-2024619,2023-07-14,121.0,Home & Living,West
CUST-0139,ORD-2023319,2023-07-14,103.53,Home & Living,Central
CUST-0373,ORD-2024779,2023-07-14,99.36,Fashion,West
CUST-0248,ORD-2024995,2023-07-14,143.59,Home & Living,South
CUST-0683,ORD-2023585,2023-07-15,76.61,Home & Living,South
CUST-0455,ORD-2026392,2023-07-15,133.53,Sports,West
CUST-0789,ORD-2026119,2023-07-15,270.07,Home & Living,East
CUST-0264,ORD-2026305,2023-07-15,85.08,Fashion,Central
CUST-0813,ORD-2023240,2023-07-15,241.97,Sports,North
CUST-0093,ORD-2024278,2023-07-15,40.88,Groceries,East
CUST-0426,ORD-2023508,2023-07-15,94.37,Home & Living,North
CUST-0899,ORD-2023001,2023-07-15,296.59,Home & Living,Central
CUST-0284,ORD-2025655,2023-07-15,62.44,Beauty,West
CUST-0109,ORD-2025660,2023-07-15,87.56,Electronics,Central
CUST-0343,ORD-2023271,2023-07-16,48.43,Groceries,East
CUST-0890,ORD-2023504,2023-07-16,53.6,Beauty,East
CUST-0382,ORD-2024828,2023-07-16,159.45,Electronics,West
CUST-0276,ORD-2023282,2023-07-16,48.02,Beauty,East
CUST-0137,ORD-2025397,2023-07-16,57.28,Groceries,Central
CUST-0768,ORD-2024063,2023-07-17,81.76,Beauty,East
CUST-0418,ORD-2023235,2023-07-17,56.4,Groceries,North
CUST-0698,ORD-2025845,2023-07-17,81.55,Fashion,Central
CUST-0635,ORD-2023580,2023-07-17,51.17,Groceries,West
CUST-0056,ORD-2025122,2023-07-17,60.03,Groceries,East
CUST-0883,ORD-2025692,2023-07-17,107.82,Fashion,South
CUST-0810,ORD-2023812,2023-07-17,259.55,Electronics,North
CUST-0305,ORD-2024392,2023-07-17,109.38,Fashion,Central
CUST-0068,ORD-2023485,2023-07-17,74.01,Groceries,North
CUST-0177,ORD-2024530,2023-07-18,41.32,Fashion,East
CUST-0084,ORD-2023361,2023-07-18,104.63,Sports,East
CUST-0162,ORD-2024709,2023-07-18,112.18,Sports,West
CUST-0649,ORD-2025447,2023-07-18,73.95,Beauty,East
CUST-0595,ORD-2025993,2023-07-19,89.8,Beauty,South
CUST-0796,ORD-2025986,2023-07-19,101.45,Sports,North
CUST-0784,ORD-2025931,2023-07-19,196.99,Fashion,South
CUST-0148,ORD-2024519,2023-07-19,30.31,Groceries,South
CUST-0327,ORD-2025685,2023-07-20,50.76,Fashion,West
CUST-0165,ORD-2023033,2023-07-20,164.64,Electronics,West
CUST-0585,ORD-2025217,2023-07-20,219.88,Electronics,South
CUST-0064,ORD-2025904,2023-07-20,51.7,Groceries,West
CUST-0470,ORD-2023563,2023-07-21,61.37,Groceries,North
CUST-0668,ORD-2024855,2023-07-21,89.77,Fashion,Central
CUST-0322,ORD-2024816,2023-07-21,29.39,Groceries,East
CUST-0189,ORD-2026278,2023-07-21,91.49,Fashion,West
CUST-0657,ORD-2024280,2023-07-21,443.65,Electronics,North
CUST-0424,ORD-2024168,2023-07-22,121.71,Electronics,West
CUST-0334,ORD-2023477,2023-07-22,112.86,Fashion,West
CUST-0721,ORD-2023248,2023-07-22,157.24,Electronics,South
CUST-0841,ORD-2023335,2023-07-22,96.49,Home & Living,North
CUST-0627,ORD-2025783,2023-07-22,175.59,Home & Living,Central
CUST-0530,ORD-2025443,2023-07-22,551.02,Electronics,Central
CUST-0241,ORD-2026214,2023-07-23,110.83,Beauty,North
CUST-0292,ORD-2025744,2023-07-23,319.59,Home & Living,North
CUST-0683,ORD-2024791,2023-07-23,41.66,Groceries,Central
CUST-0188,ORD-2026299,2023-07-23,49.64,Groceries,West
CUST-0178,ORD-2026495,2023-07-24,340.67,Electronics,South
CUST-0558,ORD-2024612,2023-07-24,203.7,Sports,South
CUST-0382,ORD-2025278,2023-07-25,105.3,Fashion,South
CUST-0216,ORD-2023857,2023-07-25,72.7,Groceries,West
CUST-0837,ORD-2023801,2023-07-25,70.29,Groceries,North
CUST-0139,ORD-2024851,2023-07-25,206.56,Home & Living,North
CUST-0621,ORD-2025935,2023-07-25,182.26,Home & Living,West
CUST-0529,ORD-2024073,2023-07-26,57.57,Electronics,Central
CUST-0078,ORD-2024406,2023-07-26,116.0,Fashion,Central
CUST-0089,ORD-2026445,2023-07-27,355.54,Electronics,North
CUST-0007,ORD-2023529,2023-07-27,128.69,Fashion,West
CUST-0880,ORD-2024710,2023-07-27,37.68,Groceries,West
CUST-0506,ORD-2024956,2023-07-27,168.83,Sports,East
CUST-0685,ORD-2024000,2023-07-28,41.87,Beauty,West
CUST-0464,ORD-2023515,2023-07-28,106.3,Sports,West
CUST-0278,ORD-2026188,2023-07-28,562.48,Electronics,East
CUST-0174,ORD-2026160,2023-07-28,391.18,Electronics,East
CUST-0188,ORD-2024021,2023-07-28,141.86,Electronics,West
CUST-0449,ORD-2026324,2023-07-29,44.91,Groceries,West
CUST-0494,ORD-2024620,2023-07-29,78.38,Sports,Central
CUST-0765,ORD-2025201,2023-07-30,86.32,Sports,North
CUST-0454,ORD-2025280,2023-07-30,30.47,Groceries,North
CUST-0789,ORD-2023358,2023-07-30,83.86,Beauty,South
CUST-0653,ORD-2024642,2023-07-30,182.81,Home & Living,East
CUST-0403,ORD-2023367,2023-07-30,43.09,Groceries,North
CUST-0015,ORD-2025482,2023-07-31,68.23,Fashion,East
CUST-0289,ORD-2023517,2023-07-31,141.68,Electronics,West
CUST-0124,ORD-2025884,2023-07-31,68.68,Home & Living,South
CUST-0107,ORD-2025822,2023-07-31,158.86,Home & Living,West
CUST-0134,ORD-2024036,2023-07-31,100.05,Fashion,West
CUST-0248,ORD-2025408,2023-07-31,256.9,Electronics,West
CUST-0618,ORD-2023228,2023-07-31,282.94,Electronics,East
CUST-0723,ORD-2023079,2023-08-01,68.62,Fashion,East
CUST-0709,ORD-2024820,2023-08-01,98.31,Sports,Central
CUST-0153,ORD-2023870,2023-08-01,66.22,Beauty,North
CUST-0662,ORD-2025951,2023-08-01,36.55,Groceries,South
CUST-0709,ORD-2025727,2023-08-02,184.43,Sports,East
CUST-0129,ORD-2023329,2023-08-03,44.81,Groceries,Central
CUST-0415,ORD-2026122,2023-08-03,402.59,Electronics,East
CUST-0237,ORD-2023311,2023-08-03,161.08,Home & Living,South
CUST-0450,ORD-2023626,2023-08-03,110.33,Fashion,East
CUST-0069,ORD-2025870,2023-08-03,39.48,Groceries,North
CUST-0619,ORD-2024918,2023-08-03,268.45,Home & Living,Central
CUST-0025,ORD-2025220,2023-08-03,130.69,Home & Living,North
CUST-0631,ORD-2023133,2023-08-04,110.9,Fashion,West
CUST-0475,ORD-2025635,2023-08-04,640.6,Electronics,West
CUST-0292,ORD-2024252,2023-08-04,158.85,Electronics,East
CUST-0285,ORD-2024583,2023-08-04,56.28,Sports,Central
CUST-0709,ORD-2024358,2023-08-05,123.91,Fashion,North
CUST-0262,ORD-2023067,2023-08-05,63.28,Fashion,Central
CUST-0465,ORD-2025526,2023-08-05,38.07,Fashion,East
CUST-0646,ORD-2024258,2023-08-05,157.36,Fashion,East
CUST-0325,ORD-2024323,2023-08-05,77.87,Home & Living,South
CUST-0177,ORD-2025996,2023-08-05,39.28,Groceries,East
CUST-0371,ORD-2023304,2023-08-05,102.83,Fashion,West
CUST-0231,ORD-2023207,2023-08-06,285.64,Electronics,North
CUST-0546,ORD-2025874,2023-08-06,99.74,Sports,West
CUST-0588,ORD-2024942,2023-08-06,64.73,Fashion,South
CUST-0027,ORD-2024787,2023-08-06,68.59,Fashion,West
CUST-0897,ORD-2025270,2023-08-06,44.16,Groceries,North
CUST-0674,ORD-2024724,2023-08-06,56.22,Groceries,West
CUST-0495,ORD-2023038,2023-08-07,94.79,Fashion,North
CUST-0865,ORD-2023969,2023-08-07,244.56,Sports,Central
CUST-0641,ORD-2024181,2023-08-07,162.2,Fashion,South
CUST-0708,ORD-2024911,2023-08-07,210.7,Electronics,North
CUST-0141,ORD-2024684,2023-08-07,178.79,Sports,West
CUST-0826,ORD-2024523,2023-08-07,128.39,Fashion,East
CUST-0586,ORD-2024374,2023-08-07,48.86,Beauty,East
CUST-0602,ORD-2023794,2023-08-07,70.31,Beauty,South
CUST-0812,ORD-2024386,2023-08-07,112.69,Sports,South
CUST-0190,ORD-2026042,2023-08-07,362.21,Electronics,South
CUST-0603,ORD-2023754,2023-08-08,197.34,Electronics,East
CUST-0095,ORD-2023603,2023-08-08,54.3,Beauty,North
CUST-0499,ORD-2025248,2023-08-08,101.73,Home & Living,Central
CUST-0081,ORD-2023776,2023-08-08,45.54,Groceries,West
CUST-0536,ORD-2024417,2023-08-08,107.63,Home & Living,East
CUST-0268,ORD-2024798,2023-08-09,58.79,Groceries,West
CUST-0032,ORD-2024427,2023-08-09,119.26,Beauty,North
CUST-0834,ORD-2025040,2023-08-09,26.92,Groceries,North
CUST-0597,ORD-2024568,2023-08-09,173.04,Fashion,Central
CUST-0480,ORD-2024968,2023-08-09,177.83,Fashion,Central
CUST-0404,ORD-2024233,2023-08-09,25.14,Groceries,Central
CUST-0304,ORD-2024567,2023-08-09,32.55,Groceries,East
CUST-0646,ORD-2023073,2023-08-09,161.42,Fashion,West
CUST-0204,ORD-2026375,2023-08-09,29.49,Groceries,East
CUST-0875,ORD-2025930,2023-08-10,137.63,Electronics,North
CUST-0090,ORD-2024027,2023-08-10,259.98,Home & Living,South
CUST-0187,ORD-2025793,2023-08-10,184.59,Electronics,East
CUST-0862,ORD-2025023,2023-08-11,149.09,Fashion,East
CUST-0849,ORD-2025767,2023-08-11,58.77,Sports,South
CUST-0676,ORD-2023708,2023-08-11,162.58,Fashion,West
CUST-0895,ORD-2023456,2023-08-11,32.24,Groceries,East
CUST-0659,ORD-2025337,2023-08-11,143.88,Home & Living,East
CUST-0069,ORD-2023813,2023-08-11,85.57,Sports,West
CUST-0259,ORD-2025095,2023-08-12,338.21,Electronics,West
CUST-0180,ORD-2024947,2023-08-12,210.34,Fashion,North
CUST-0416,ORD-2023972,2023-08-12,524.56,Electronics,Central
CUST-0766,ORD-2024695,2023-08-13,60.71,Beauty,North
CUST-0249,ORD-2024090,2023-08-14,93.66,Fashion,East
CUST-0245,ORD-2025307,2023-08-14,58.15,Groceries,East
CUST-0158,ORD-2023041,2023-08-14,99.91,Fashion,East
CUST-0765,ORD-2023128,2023-08-14,78.45,Fashion,South
CUST-0686,ORD-2024249,2023-08-15,141.65,Electronics,East
CUST-0582,ORD-2023698,2023-08-15,117.99,Fashion,South
CUST-0230,ORD-2023512,2023-08-16,222.95,Sports,South
CUST-0562,ORD-2025771,2023-08-16,272.33,Electronics,South
CUST-0069,ORD-2025696,2023-08-16,85.96,Home & Living,Central
CUST-0188,ORD-2026072,2023-08-16,51.38,Groceries,South
CUST-0585,ORD-2024253,2023-08-16,55.41,Home & Living,North
CUST-0655,ORD-2025390,2023-08-17,391.56,Electronics,South
CUST-0146,ORD-2025154,2023-08-17,140.19,Fashion,West
CUST-0796,ORD-2025658,2023-08-17,57.96,Groceries,North
CUST-0124,ORD-2025650,2023-08-17,51.13,Beauty,North
CUST-0334,ORD-2024175,2023-08-17,55.78,Beauty,South
CUST-0157,ORD-2025219,2023-08-17,205.73,Home & Living,North
CUST-0602,ORD-2024426,2023-08-17,280.85,Electronics,Central
CUST-0732,ORD-2026505,2023-08-17,97.24,Beauty,South
CUST-0720,ORD-2025872,2023-08-17,69.2,Beauty,South
CUST-0468,ORD-2025636,2023-08-17,189.28,Fashion,North
CUST-0803,ORD-2023509,2023-08-17,138.53,Fashion,West
CUST-0126,ORD-2024514,2023-08-17,82.57,Beauty,South
CUST-0419,ORD-2025550,2023-08-18,85.84,Sports,North
CUST-0055,ORD-2026087,2023-08-18,186.62,Electronics,West
CUST-0424,ORD-2025290,2023-08-18,70.4,Sports,West
CUST-0331,ORD-2023165,2023-08-18,422.56,Electronics,North
CUST-0128,ORD-2026386,2023-08-18,127.98,Electronics,Central
CUST-0845,ORD-2024974,2023-08-18,64.58,Beauty,East
CUST-0483,ORD-2026345,2023-08-18,122.54,Home & Living,East
CUST-0287,ORD-2023451,2023-08-18,43.44,Groceries,West
CUST-0421,ORD-2025006,2023-08-19,175.63,Home & Living,South
CUST-0810,ORD-2026182,2023-08-19,126.89,Fashion,West
CUST-0809,ORD-2023055,2023-08-19,64.87,Beauty,South
CUST-0499,ORD-2025071,2023-08-19,119.47,Fashion,South
CUST-0821,ORD-2025250,2023-08-19,92.01,Home & Living,West
CUST-0216,ORD-2024794,2023-08-20,153.89,Sports,West
CUST-0806,ORD-2025407,2023-08-20,250.64,Electronics,East
CUST-0628,ORD-2025293,2023-08-20,112.87,Beauty,North
CUST-0628,ORD-2024311,2023-08-21,125.12,Beauty,North
CUST-0243,ORD-2024160,2023-08-21,48.15,Groceries,West
CUST-0495,ORD-2025714,2023-08-21,51.15,Fashion,North
CUST-0095,ORD-2025236,2023-08-21,210.77,Electronics,West
CUST-0078,ORD-2023457,2023-08-21,79.99,Electronics,East
CUST-0098,ORD-2026135,2023-08-21,80.94,Beauty,North
CUST-0431,ORD-2023152,2023-08-22,189.14,Electronics,West
CUST-0849,ORD-2026059,2023-08-22,56.21,Groceries,North
CUST-0531,ORD-2024359,2023-08-22,74.5,Electronics,East
CUST-0890,ORD-2025903,2023-08-23,572.32,Electronics,North
CUST-0181,ORD-2026123,2023-08-23,205.84,Fashion,Central
CUST-0890,ORD-2024600,2023-08-23,318.22,Electronics,South
CUST-0106,ORD-2023634,2023-08-24,38.51,Fashion,North
CUST-0453,ORD-2024325,2023-08-24,110.65,Sports,North
CUST-0829,ORD-2023465,2023-08-24,190.32,Fashion,North
CUST-0174,ORD-2023567,2023-08-25,39.8,Groceries,West
CUST-0277,ORD-2025940,2023-08-25,174.68,Electronics,North
CUST-0843,ORD-2023565,2023-08-25,39.96,Groceries,West
CUST-0279,ORD-2024506,2023-08-25,172.31,Fashion,South
CUST-0370,ORD-2026121,2023-08-25,164.8,Home & Living,South
CUST-0784,ORD-2025067,2023-08-25,102.64,Fashion,East
CUST-0392,ORD-2024885,2023-08-25,26.66,Groceries,Central
CUST-0676,ORD-2025547,2023-08-26,74.27,Groceries,North
CUST-0749,ORD-2023015,2023-08-26,106.27,Electronics,South
CUST-0149,ORD-2025612,2023-08-26,355.09,Electronics,West
CUST-0306,ORD-2025068,2023-08-26,107.27,Home & Living,West
CUST-0121,ORD-2025451,2023-08-26,78.52,Fashion,South
CUST-0265,ORD-2025061,2023-08-26,80.54,Home & Living,East
CUST-0227,ORD-2026346,2023-08-27,185.64,Electronics,West
CUST-0599,ORD-2026147,2023-08-27,135.12,Electronics,West
CUST-0363,ORD-2026065,2023-08-27,133.06,Electronics,South
CUST-0357,ORD-2024569,2023-08-27,88.65,Home & Living,East
CUST-0158,ORD-2024789,2023-08-27,39.43,Groceries,West
CUST-0176,ORD-2023227,2023-08-27,94.8,Fashion,Central
CUST-0160,ORD-2025567,2023-08-28,71.07,Fashion,South
CUST-0679,ORD-2023718,2023-08-28,204.07,Fashion,West
CUST-0266,ORD-2024718,2023-08-28,211.37,Sports,East
CUST-0175,ORD-2026181,2023-08-29,186.95,Home & Living,Central
CUST-0256,ORD-2024460,2023-08-30,137.85,Sports,Central
CUST-0765,ORD-2024565,2023-08-30,163.86,Home & Living,West
CUST-0723,ORD-2025047,2023-08-30,198.99,Sports,North
CUST-0208,ORD-2023245,2023-08-30,175.22,Electronics,North
CUST-0185,ORD-2025740,2023-08-30,74.45,Groceries,West
CUST-0869,ORD-2024932,2023-08-30,250.55,Home & Living,North
CUST-0202,ORD-2025674,2023-08-31,81.74,Beauty,West
CUST-0862,ORD-2024833,2023-08-31,628.64,Electronics,Central
CUST-0588,ORD-2025083,2023-08-31,37.51,Groceries,Central
CUST-0685,ORD-2025945,2023-08-31,120.09,Sports,West
CUST-0442,ORD-2025084,2023-08-31,840.02,Electronics,East
CUST-0424,ORD-2025529,2023-08-31,44.37,Groceries,South
CUST-0795,ORD-2025493,2023-09-01,145.23,Home & Living,South
CUST-0227,ORD-2024327,2023-09-01,226.71,Fashion,West
CUST-0133,ORD-2023662,2023-09-01,78.36,Fashion,South
CUST-0190,ORD-2025001,2023-09-01,224.39,Home & Living,West
CUST-0543,ORD-2024174,2023-09-01,94.61,Fashion,North
CUST-0532,ORD-2025863,2023-09-01,60.25,Groceries,West
CUST-0840,ORD-2025034,2023-09-01,358.99,Electronics,Central
CUST-0382,ORD-2024276,2023-09-02,142.6,Sports,South
CUST-0390,ORD-2024854,2023-09-02,204.31,Electronics,West
CUST-0579,ORD-2024250,2023-09-02,109.22,Home & Living,Central
CUST-0040,ORD-2026469,2023-09-02,116.8,Fashion,South
CUST-0192,ORD-2023086,2023-09-02,63.2,Groceries,East
CUST-0616,ORD-2025362,2023-09-02,233.11,Home & Living,West
CUST-0142,ORD-2024102,2023-09-02,46.17,Groceries,East
CUST-0268,ORD-2025229,2023-09-03,53.23,Groceries,North
CUST-0373,ORD-2026228,2023-09-03,165.03,Sports,Central
CUST-0039,ORD-2023263,2023-09-03,46.37,Groceries,South
CUST-0613,ORD-2026339,2023-09-03,93.32,Sports,North
CUST-0597,ORD-2026296,2023-09-03,219.14,Sports,Central
CUST-0095,ORD-2023908,2023-09-04,56.96,Home & Living,North
CUST-0178,ORD-2026583,2023-09-04,206.91,Home & Living,West
CUST-0597,ORD-2026326,2023-09-04,103.63,Beauty,West
CUST-0659,ORD-2024219,2023-09-05,153.5,Home & Living,South
CUST-0045,ORD-2025948,2023-09-05,188.87,Beauty,North
CUST-0149,ORD-2026553,2023-09-05,186.22,Home & Living,Central
CUST-0071,ORD-2024725,2023-09-06,93.21,Fashion,East
CUST-0495,ORD-2026269,2023-09-06,185.65,Sports,South
CUST-0364,ORD-2025952,2023-09-06,28.8,Fashion,South
CUST-0685,ORD-2026076,2023-09-06,64.27,Beauty,East
CUST-0504,ORD-2024404,2023-09-06,88.49,Fashion,South
CUST-0265,ORD-2024286,2023-09-06,116.64,Beauty,West
CUST-0214,ORD-2025857,2023-09-06,180.85,Fashion,Central
CUST-0041,ORD-2023191,2023-09-06,76.83,Fashion,East
CUST-0098,ORD-2026369,2023-09-07,131.62,Sports,North
CUST-0568,ORD-2026381,2023-09-07,201.36,Electronics,East
CUST-0828,ORD-2023907,2023-09-07,128.14,Beauty,East
CUST-0106,ORD-2024543,2023-09-08,87.41,Fashion,East
CUST-0706,ORD-2023187,2023-09-08,156.66,Sports,East
CUST-0027,ORD-2025575,2023-09-08,91.78,Beauty,West
CUST-0676,ORD-2023246,2023-09-08,51.5,Groceries,West
CUST-0097,ORD-2025345,2023-09-08,121.93,Fashion,Central
CUST-0550,ORD-2026435,2023-09-08,182.34,Electronics,North
CUST-0217,ORD-2023169,2023-09-09,222.78,Beauty,West
CUST-0457,ORD-2024889,2023-09-09,67.22,Electronics,East
CUST-0295,ORD-2023030,2023-09-09,50.73,Groceries,North
CUST-0546,ORD-2024470,2023-09-09,238.38,Fashion,Central
CUST-0731,ORD-2023332,2023-09-09,49.9,Groceries,Central
CUST-0118,ORD-2025487,2023-09-09,63.78,Fashion,North
CUST-0233,ORD-2025868,2023-09-10,370.7,Electronics,West
CUST-0187,ORD-2024204,2023-09-10,103.76,Sports,South
CUST-0140,ORD-2023109,2023-09-10,97.09,Electronics,East
CUST-0196,ORD-2023036,2023-09-10,131.91,Fashion,West
CUST-0790,ORD-2023957,2023-09-10,92.78,Sports,East
CUST-0240,ORD-2025938,2023-09-10,101.62,Home & Living,Central
CUST-0329,ORD-2026410,2023-09-11,624.17,Electronics,Central
CUST-0256,ORD-2023790,2023-09-11,548.25,Electronics,North
CUST-0163,ORD-2025087,2023-09-11,105.36,Fashion,South
CUST-0066,ORD-2023564,2023-09-11,141.99,Sports,East
CUST-0690,ORD-2024665,2023-09-11,44.22,Beauty,East
CUST-0496,ORD-2023878,2023-09-11,270.08,Home & Living,East
CUST-0757,ORD-2023914,2023-09-12,187.11,Home & Living,North
CUST-0659,ORD-2023571,2023-09-12,57.78,Groceries,West
CUST-0782,ORD-2025058,2023-09-12,133.38,Electronics,North
CUST-0705,ORD-2026513,2023-09-12,162.77,Fashion,South
CUST-0302,ORD-2025782,2023-09-12,47.26,Groceries,East
CUST-0126,ORD-2024557,2023-09-12,58.96,Groceries,North
CUST-0541,ORD-2024454,2023-09-12,36.58,Groceries,North
CUST-0159,ORD-2025972,2023-09-12,219.09,Sports,Central
CUST-0723,ORD-2024653,2023-09-13,289.39,Home & Living,East
CUST-0446,ORD-2023821,2023-09-13,68.02,Sports,South
CUST-0387,ORD-2026172,2023-09-13,98.99,Fashion,North
CUST-0066,ORD-2023491,2023-09-13,207.29,Fashion,South
CUST-0131,ORD-2023751,2023-09-13,69.48,Beauty,Central
CUST-0557,ORD-2025468,2023-09-13,107.43,Sports,Central
CUST-0101,ORD-2025754,2023-09-13,83.03,Beauty,North
CUST-0597,ORD-2026498,2023-09-13,175.03,Fashion,West
CUST-0371,ORD-2024646,2023-09-13,82.48,Fashion,West
CUST-0425,ORD-2025388,2023-09-14,94.67,Electronics,South
CUST-0126,ORD-2023873,2023-09-14,88.61,Beauty,North
CUST-0832,ORD-2025231,2023-09-14,43.94,Groceries,South
CUST-0162,ORD-2024115,2023-09-14,33.55,Groceries,North
CUST-0314,ORD-2023755,2023-09-14,50.08,Groceries,West
CUST-0723,ORD-2025440,2023-09-14,147.36,Fashion,West
CUST-0734,ORD-2025459,2023-09-15,47.74,Groceries,North
CUST-0117,ORD-2023566,2023-09-15,39.45,Groceries,North
CUST-0319,ORD-2025690,2023-09-15,67.13,Beauty,South
CUST-0506,ORD-2025360,2023-09-15,146.75,Home & Living,Central
CUST-0843,ORD-2024047,2023-09-16,146.17,Fashion,West
CUST-0220,ORD-2025296,2023-09-16,34.72,Groceries,North
CUST-0624,ORD-2025806,2023-09-16,149.96,Fashion,Central
CUST-0390,ORD-2023687,2023-09-17,456.02,Electronics,South
CUST-0183,ORD-2024143,2023-09-17,211.94,Fashion,West
CUST-0100,ORD-2023628,2023-09-17,134.81,Beauty,Central
CUST-0396,ORD-2025847,2023-09-17,120.28,Fashion,East
CUST-0254,ORD-2025424,2023-09-17,48.75,Groceries,West
CUST-0799,ORD-2024079,2023-09-17,68.7,Electronics,Central
CUST-0864,ORD-2025116,2023-09-17,66.99,Beauty,North
CUST-0498,ORD-2023865,2023-09-18,69.85,Beauty,Central
CUST-0039,ORD-2026462,2023-09-18,245.85,Home & Living,East
CUST-0687,ORD-2024716,2023-09-18,92.21,Home & Living,North
CUST-0562,ORD-2026266,2023-09-19,76.47,Sports,East
CUST-0691,ORD-2023994,2023-09-19,83.79,Beauty,Central
CUST-0243,ORD-2024824,2023-09-20,44.41,Beauty,South
CUST-0188,ORD-2025433,2023-09-20,51.36,Fashion,Central
CUST-0809,ORD-2023348,2023-09-20,101.86,Sports,East
CUST-0290,ORD-2025608,2023-09-21,190.86,Home & Living,South
CUST-0095,ORD-2024128,2023-09-21,126.83,Sports,North
CUST-0277,ORD-2025168,2023-09-21,263.57,Electronics,North
CUST-0136,ORD-2025602,2023-09-21,87.22,Beauty,South
CUST-0391,ORD-2026151,2023-09-21,168.98,Home & Living,West
CUST-0111,ORD-2024497,2023-09-21,62.27,Groceries,North
CUST-0573,ORD-2026132,2023-09-22,181.87,Electronics,North
CUST-0896,ORD-2025318,2023-09-22,288.97,Electronics,North
CUST-0473,ORD-2025399,2023-09-22,368.21,Home & Living,North
CUST-0039,ORD-2023441,2023-09-22,200.54,Sports,North
CUST-0161,ORD-2024213,2023-09-22,78.4,Home & Living,South
