Customer ID,Recency,Frequency,Monetary,Last_Order_Date,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Churn Risk
CUST-0231,58,5,569.9399999999999,2024-11-04,3,3,3,333,9,Loyal Customers,Low Risk
CUST-0822,6,3,569.4100000000001,2024-12-26,4,2,3,423,9,New Customers,Low Risk
CUST-0613,85,5,564.8199999999999,2024-10-08,3,3,3,333,9,Loyal Customers,Low Risk
CUST-0206,31,4,547.63,2024-12-01,4,2,3,423,9,New Customers,Low Risk
CUST-0238,71,5,542.5600000000001,2024-10-22,3,3,3,333,9,Loyal Customers,Low Risk
CUST-0465,50,5,535.11,2024-11-12,3,3,3,333,9,Loyal Customers,Low Risk
CUST-0110,39,3,529.1800000000001,2024-11-23,4,2,3,423,9,New Customers,Low Risk
CUST-0704,115,5,526.8499999999999,2024-09-08,3,3,3,333,9,Loyal Customers,Low Risk
CUST-0315,92,5,523.39,2024-10-01,3,3,3,333,9,Loyal Customers,Low Risk
CUST-0295,20,5,502.06,2024-12-12,4,3,2,432,9,Potential Loyalists,Low Risk
CUST-0569,123,7,493.66,2024-08-31,3,4,2,342,9,Potential Loyalists,Low Risk
CUST-0630,23,5,492.53,2024-12-09,4,3,2,432,9,Potential Loyalists,Low Risk
CUST-0464,38,4,491.98,2024-11-24,4,3,2,432,9,Potential Loyalists,Low Risk
CUST-0761,4,5,484.36,2024-12-28,4,3,2,432,9,Potential Loyalists,Low Risk
CUST-0524,27,4,483.61,2024-12-05,4,3,2,432,9,Potential Loyalists,Low Risk
CUST-0636,7,5,471.77,2024-12-25,4,3,2,432,9,Potential Loyalists,Low Risk
CUST-0225,2,5,467.66,2024-12-30,4,3,2,432,9,Potential Loyalists,Low Risk
CUST-0011,6,6,463.99,2024-12-26,4,3,2,432,9,Potential Loyalists,Low Risk
CUST-0386,8,4,326.64,2024-12-24,4,3,2,432,9,Potential Loyalists,Low Risk
CUST-0538,38,4,316.17,2024-11-24,4,3,2,432,9,Potential Loyalists,Low Risk
CUST-0175,214,4,1243.09,2024-06-01,2,2,4,224,8,Big Spenders,Medium Risk
CUST-0185,409,6,1106.91,2023-11-19,1,3,4,134,8,At Risk,Medium Risk
CUST-0391,324,5,1025.06,2024-02-12,1,3,4,134,8,At Risk,Medium Risk
CUST-0284,141,4,974.84,2024-08-13,2,2,4,224,8,Big Spenders,Medium Risk
CUST-0036,78,2,966.52,2024-10-15,3,1,4,314,8,Big Spenders,Low Risk
CUST-0896,132,5,923.74,2024-08-22,2,3,3,233,8,At Risk,Medium Risk
CUST-0004,170,6,920.5,2024-07-15,2,3,3,233,8,At Risk,Medium Risk
CUST-0530,218,5,892.61,2024-05-28,2,3,3,233,8,At Risk,Medium Risk
CUST-0182,162,5,880.26,2024-07-23,2,3,3,233,8,At Risk,Medium Risk
CUST-0644,184,4,874.01,2024-07-01,2,3,3,233,8,At Risk,Medium Risk
CUST-0821,262,4,867.59,2024-04-14,2,3,3,233,8,At Risk,Medium Risk
CUST-0723,140,5,854.05,2024-08-14,2,3,3,233,8,At Risk,Medium Risk
CUST-0548,135,4,846.25,2024-08-19,2,3,3,233,8,At Risk,Medium Risk
CUST-0100,147,5,842.85,2024-08-07,2,3,3,233,8,At Risk,Medium Risk
CUST-0677,341,6,837.1,2024-01-26,1,4,3,143,8,At Risk,Medium Risk
CUST-0802,235,5,828.3199999999999,2024-05-11,2,3,3,233,8,At Risk,Medium Risk
CUST-0377,184,5,826.6600000000001,2024-07-01,2,3,3,233,8,At Risk,Medium Risk
CUST-0040,130,5,817.8,2024-08-24,2,3,3,233,8,At Risk,Medium Risk
CUST-0715,353,6,808.84,2024-01-14,1,4,3,143,8,At Risk,Medium Risk
CUST-0767,127,4,802.59,2024-08-27,2,3,3,233,8,At Risk,Medium Risk
CUST-0483,234,5,769.27,2024-05-12,2,3,3,233,8,At Risk,Medium Risk
CUST-0886,163,4,765.56,2024-07-22,2,3,3,233,8,At Risk,Medium Risk
CUST-0829,255,5,754.5799999999999,2024-04-21,2,3,3,233,8,At Risk,Medium Risk
CUST-0276,47,3,749.07,2024-11-15,3,2,3,323,8,Potential Loyalists,Low Risk
CUST-0141,179,6,743.13,2024-07-06,2,3,3,233,8,At Risk,Medium Risk
CUST-0189,184,6,737.99,2024-07-01,2,3,3,233,8,At Risk,Medium Risk
CUST-0248,200,5,728.77,2024-06-15,2,3,3,233,8,At Risk,Medium Risk
CUST-0840,266,4,722.88,2024-04-10,2,3,3,233,8,At Risk,Medium Risk
CUST-0406,149,4,717.48,2024-08-05,2,3,3,233,8,At Risk,Medium Risk
CUST-0494,196,6,716.99,2024-06-19,2,3,3,233,8,At Risk,Medium Risk
CUST-0461,141,5,661.53,2024-08-13,2,3,3,233,8,At Risk,Medium Risk
CUST-0451,171,5,652.4300000000001,2024-07-14,2,3,3,233,8,At Risk,Medium Risk
CUST-0068,153,6,646.35,2024-08-01,2,3,3,233,8,At Risk,Medium Risk
CUST-0731,223,5,642.92,2024-05-23,2,3,3,233,8,At Risk,Medium Risk
CUST-0089,157,5,634.8100000000001,2024-07-28,2,3,3,233,8,At Risk,Medium Risk
CUST-0453,264,6,634.4300000000001,2024-04-12,2,3,3,233,8,At Risk,Medium Risk
CUST-0853,245,5,623.99,2024-05-01,2,3,3,233,8,At Risk,Medium Risk
CUST-0017,155,6,606.99,2024-07-30,2,3,3,233,8,At Risk,Medium Risk
CUST-0316,173,4,583.6299999999999,2024-07-12,2,3,3,233,8,At Risk,Medium Risk
CUST-0016,174,5,571.08,2024-07-11,2,3,3,233,8,At Risk,Medium Risk
CUST-0683,443,6,563.06,2023-10-16,1,4,3,143,8,At Risk,Medium Risk
CUST-0611,248,5,561.37,2024-04-28,2,3,3,233,8,At Risk,Medium Risk
CUST-0753,166,5,553.9200000000001,2024-07-19,2,3,3,233,8,At Risk,Medium Risk
CUST-0351,67,3,551.22,2024-10-26,3,2,3,323,8,Potential Loyalists,Low Risk
CUST-0474,150,4,547.94,2024-08-04,2,3,3,233,8,At Risk,Medium Risk
CUST-0900,152,4,547.3199999999999,2024-08-02,2,3,3,233,8,At Risk,Medium Risk
CUST-0766,166,4,542.23,2024-07-19,2,3,3,233,8,At Risk,Medium Risk
CUST-0800,63,3,525.5,2024-10-30,3,2,3,323,8,Potential Loyalists,Low Risk
CUST-0112,2,2,521.44,2024-12-30,4,1,3,413,8,New Customers,Low Risk
CUST-0669,259,4,516.0699999999999,2024-04-17,2,3,3,233,8,At Risk,Medium Risk
CUST-0109,117,5,510.42,2024-09-06,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0456,109,4,508.95,2024-09-14,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0834,206,7,508.09,2024-06-09,2,4,2,242,8,Potential Loyalists,Medium Risk
CUST-0154,94,5,506.04,2024-09-29,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0469,38,3,477.07,2024-11-24,4,2,2,422,8,New Customers,Low Risk
CUST-0775,98,5,470.16,2024-09-25,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0372,89,5,461.37,2024-10-04,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0871,52,4,460.61,2024-11-10,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0003,6,4,455.93,2024-12-26,4,2,2,422,8,New Customers,Low Risk
CUST-0500,73,4,455.88,2024-10-20,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0293,121,4,455.8,2024-09-02,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0459,82,4,440.66,2024-10-11,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0392,103,4,438.6,2024-09-20,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0219,28,3,435.63,2024-12-04,4,2,2,422,8,New Customers,Low Risk
CUST-0883,12,3,432.76,2024-12-20,4,2,2,422,8,New Customers,Low Risk
CUST-0716,45,3,430.68,2024-11-17,4,2,2,422,8,New Customers,Low Risk
CUST-0603,15,3,427.22,2024-12-17,4,2,2,422,8,New Customers,Low Risk
CUST-0427,57,4,392.84,2024-11-05,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0101,6,4,379.95,2024-12-26,4,2,2,422,8,New Customers,Low Risk
CUST-0513,77,4,376.56,2024-10-16,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0879,37,3,374.76,2024-11-25,4,2,2,422,8,New Customers,Low Risk
CUST-0708,24,3,374.47,2024-12-08,4,2,2,422,8,New Customers,Low Risk
CUST-0200,4,4,373.32,2024-12-28,4,2,2,422,8,New Customers,Low Risk
CUST-0031,5,3,370.37,2024-12-27,4,2,2,422,8,New Customers,Low Risk
CUST-0850,3,3,364.07,2024-12-29,4,2,2,422,8,New Customers,Low Risk
CUST-0245,11,3,355.87,2024-12-21,4,2,2,422,8,New Customers,Low Risk
CUST-0354,4,3,352.68,2024-12-28,4,2,2,422,8,New Customers,Low Risk
CUST-0571,20,3,346.45,2024-12-12,4,2,2,422,8,New Customers,Low Risk
CUST-0532,45,3,333.77,2024-11-17,4,2,2,422,8,New Customers,Low Risk
CUST-0204,33,4,327.95,2024-11-29,4,2,2,422,8,New Customers,Low Risk
CUST-0727,30,2,322.31,2024-12-02,4,2,2,422,8,New Customers,Low Risk
CUST-0332,111,4,314.28,2024-09-12,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0470,124,5,295.63,2024-08-30,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0633,36,2,292.67,2024-11-26,4,2,2,422,8,New Customers,Low Risk
CUST-0575,27,3,278.71,2024-12-05,4,2,2,422,8,New Customers,Low Risk
CUST-0312,16,3,276.99,2024-12-16,4,2,2,422,8,New Customers,Low Risk
CUST-0070,67,5,266.89,2024-10-26,3,3,2,332,8,Potential Loyalists,Low Risk
CUST-0203,318,4,1438.14,2024-02-18,1,2,4,124,7,Big Spenders,Medium Risk
CUST-0854,292,3,1085.98,2024-03-15,1,2,4,124,7,Big Spenders,Medium Risk
CUST-0481,72,2,924.38,2024-10-21,3,1,3,313,7,Potential Loyalists,Low Risk
CUST-0314,338,4,918.49,2024-01-29,1,3,3,133,7,At Risk,Medium Risk
CUST-0291,237,4,864.83,2024-05-09,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0443,156,3,861.5300000000001,2024-07-29,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0789,360,4,849.95,2024-01-07,1,3,3,133,7,At Risk,Medium Risk
CUST-0473,397,4,829.9,2023-12-01,1,3,3,133,7,At Risk,Medium Risk
CUST-0127,169,4,792.04,2024-07-16,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0259,242,4,789.47,2024-05-04,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0134,440,5,760.5899999999999,2023-10-19,1,3,3,133,7,At Risk,Medium Risk
CUST-0660,584,4,757.61,2023-05-28,1,3,3,133,7,At Risk,Medium Risk
CUST-0239,208,4,745.99,2024-06-07,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0624,194,3,680.87,2024-06-21,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0340,328,5,676.17,2024-02-08,1,3,3,133,7,At Risk,Medium Risk
CUST-0429,406,4,664.6700000000001,2023-11-22,1,3,3,133,7,At Risk,Medium Risk
CUST-0335,49,1,661.29,2024-11-13,3,1,3,313,7,Potential Loyalists,Low Risk
CUST-0582,363,4,649.97,2024-01-04,1,3,3,133,7,At Risk,Medium Risk
CUST-0250,55,2,623.72,2024-11-07,3,1,3,313,7,Potential Loyalists,Low Risk
CUST-0679,328,5,616.29,2024-02-08,1,3,3,133,7,At Risk,Medium Risk
CUST-0570,348,4,603.12,2024-01-19,1,3,3,133,7,At Risk,Medium Risk
CUST-0192,248,4,561.86,2024-04-28,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0751,321,4,546.3199999999999,2024-02-15,1,3,3,133,7,At Risk,Medium Risk
CUST-0283,250,4,546.14,2024-04-26,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0744,191,2,542.86,2024-06-24,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0061,149,4,523.07,2024-08-05,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0349,439,4,522.04,2023-10-20,1,3,3,133,7,At Risk,Medium Risk
CUST-0523,219,3,517.03,2024-05-27,2,2,3,223,7,Potential Loyalists,Medium Risk
CUST-0841,272,5,504.4,2024-04-04,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0497,268,4,495.68,2024-04-08,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0458,65,3,494.75,2024-10-28,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0327,238,6,474.39,2024-05-08,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0176,196,5,469.25,2024-06-19,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0271,97,3,462.03,2024-09-26,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0463,95,3,455.94,2024-09-28,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0741,180,5,449.48,2024-07-05,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0503,104,3,444.32,2024-09-19,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0164,159,6,434.55,2024-07-26,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0864,63,3,428.25,2024-10-30,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0280,74,3,427.85,2024-10-19,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0223,3,1,423.19,2024-12-29,4,1,2,412,7,New Customers,Low Risk
CUST-0814,127,4,421.66,2024-08-27,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0824,228,5,414.16,2024-05-18,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0619,112,2,410.04,2024-09-11,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0696,211,5,395.57,2024-06-04,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0477,78,3,385.85,2024-10-15,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0439,160,4,381.74,2024-07-25,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0697,131,4,377.65,2024-08-23,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0289,23,2,374.03,2024-12-09,4,1,2,412,7,New Customers,Low Risk
CUST-0435,52,3,369.99,2024-11-10,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0617,106,2,363.21,2024-09-17,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0140,73,4,360.42,2024-10-20,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0410,21,2,360.15,2024-12-11,4,1,2,412,7,New Customers,Low Risk
CUST-0181,125,3,348.23,2024-08-29,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0485,60,3,346.0,2024-11-02,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0221,29,1,345.4,2024-12-03,4,1,2,412,7,New Customers,Low Risk
CUST-0172,272,5,337.39,2024-04-04,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0455,83,3,328.96000000000004,2024-10-10,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0129,48,3,321.21,2024-11-14,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0769,60,2,321.04,2024-11-02,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0486,101,3,319.14,2024-09-22,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0607,84,3,318.15000000000003,2024-10-09,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0673,92,2,314.46000000000004,2024-10-01,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0028,45,2,295.28,2024-11-17,4,1,2,412,7,New Customers,Low Risk
CUST-0842,226,4,286.88,2024-05-20,2,3,2,232,7,Potential Loyalists,Medium Risk
CUST-0507,23,2,285.7,2024-12-09,4,1,2,412,7,New Customers,Low Risk
CUST-0133,107,3,275.1,2024-09-16,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0759,92,3,271.11,2024-10-01,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0413,72,3,265.68,2024-10-21,3,2,2,322,7,Potential Loyalists,Low Risk
CUST-0212,11,3,246.44,2024-12-21,4,2,1,421,7,New Customers,Low Risk
CUST-0594,35,2,240.62,2024-11-27,4,2,1,421,7,New Customers,Low Risk
CUST-0173,17,3,206.51,2024-12-15,4,2,1,421,7,New Customers,Low Risk
CUST-0179,16,3,189.46,2024-12-16,4,2,1,421,7,New Customers,Low Risk
CUST-0590,8,2,183.92,2024-12-24,4,2,1,421,7,New Customers,Low Risk
CUST-0778,17,2,174.87,2024-12-15,4,2,1,421,7,New Customers,Low Risk
CUST-0606,386,3,866.2,2023-12-12,1,2,3,123,6,Potential Loyalists,Medium Risk
CUST-0180,508,3,793.1500000000001,2023-08-12,1,2,3,123,6,Potential Loyalists,Medium Risk
CUST-0718,294,3,675.59,2024-03-13,1,2,3,123,6,Potential Loyalists,Medium Risk
CUST-0025,347,4,658.63,2024-01-20,1,2,3,123,6,Potential Loyalists,Medium Risk
CUST-0756,304,2,653.09,2024-03-03,1,2,3,123,6,Potential Loyalists,High Risk
CUST-0516,404,3,635.36,2023-11-24,1,2,3,123,6,Potential Loyalists,Medium Risk
CUST-0641,300,2,586.74,2024-03-07,1,2,3,123,6,Potential Loyalists,High Risk
CUST-0228,300,3,568.64,2024-03-07,1,2,3,123,6,Potential Loyalists,Medium Risk
CUST-0137,291,4,527.72,2024-03-16,1,2,3,123,6,Potential Loyalists,Medium Risk
CUST-0093,266,4,512.9200000000001,2024-04-10,2,2,2,222,6,Hibernating,Medium Risk
CUST-0525,145,3,510.04,2024-08-09,2,2,2,222,6,Hibernating,Medium Risk
CUST-0484,71,2,504.09,2024-10-22,3,1,2,312,6,Potential Loyalists,Low Risk
CUST-0080,207,4,489.16,2024-06-08,2,2,2,222,6,Hibernating,Medium Risk
CUST-0360,199,3,476.46,2024-06-16,2,2,2,222,6,Hibernating,Medium Risk
CUST-0602,326,4,471.78,2024-02-10,1,3,2,132,6,Potential Loyalists,Medium Risk
CUST-0678,327,5,464.82,2024-02-09,1,3,2,132,6,Potential Loyalists,Medium Risk
CUST-0202,283,3,461.26,2024-03-24,2,2,2,222,6,Hibernating,Medium Risk
CUST-0559,329,5,456.4,2024-02-07,1,3,2,132,6,Potential Loyalists,Medium Risk
CUST-0893,198,2,451.56,2024-06-17,2,2,2,222,6,Hibernating,Medium Risk
CUST-0186,86,2,441.85,2024-10-07,3,1,2,312,6,Potential Loyalists,Low Risk
CUST-0763,129,3,435.75,2024-08-25,2,2,2,222,6,Hibernating,Medium Risk
CUST-0528,313,4,432.12,2024-02-23,1,3,2,132,6,Potential Loyalists,Medium Risk
CUST-0078,202,4,425.91,2024-06-13,2,2,2,222,6,Hibernating,Medium Risk
CUST-0122,171,3,417.76,2024-07-14,2,2,2,222,6,Hibernating,Medium Risk
CUST-0163,188,4,410.26,2024-06-27,2,2,2,222,6,Hibernating,Medium Risk
CUST-0670,128,3,408.75,2024-08-26,2,2,2,222,6,Hibernating,Medium Risk
CUST-0085,232,3,407.14,2024-05-14,2,2,2,222,6,Hibernating,Medium Risk
CUST-0831,204,2,402.86,2024-06-11,2,2,2,222,6,Hibernating,Medium Risk
CUST-0819,290,4,400.47,2024-03-17,1,3,2,132,6,Potential Loyalists,Medium Risk
CUST-0379,282,3,392.32,2024-03-25,2,2,2,222,6,Hibernating,Medium Risk
CUST-0560,351,4,392.26,2024-01-16,1,3,2,132,6,Potential Loyalists,Medium Risk
CUST-0375,308,4,386.56,2024-02-28,1,3,2,132,6,Potential Loyalists,Medium Risk
CUST-0445,81,2,380.42,2024-10-12,3,1,2,312,6,Potential Loyalists,Low Risk
CUST-0071,105,2,371.7,2024-09-18,3,1,2,312,6,Potential Loyalists,Low Risk
CUST-0781,217,2,365.96,2024-05-29,2,2,2,222,6,Hibernating,Medium Risk
CUST-0835,228,2,359.0,2024-05-18,2,2,2,222,6,Hibernating,Medium Risk
CUST-0148,161,4,358.06,2024-07-24,2,2,2,222,6,Hibernating,Medium Risk
CUST-0056,234,3,348.70000000000005,2024-05-12,2,2,2,222,6,Hibernating,Medium Risk
CUST-0859,323,4,347.29,2024-02-13,1,3,2,132,6,Potential Loyalists,Medium Risk
CUST-0323,126,3,346.46000000000004,2024-08-28,2,2,2,222,6,Hibernating,Medium Risk
CUST-0370,160,3,340.56,2024-07-25,2,2,2,222,6,Hibernating,Medium Risk
CUST-0799,472,4,336.18,2023-09-17,1,3,2,132,6,Potential Loyalists,Medium Risk
CUST-0297,70,2,329.53,2024-10-23,3,1,2,312,6,Potential Loyalists,Low Risk
CUST-0604,195,2,328.93,2024-06-20,2,2,2,222,6,Hibernating,Medium Risk
CUST-0151,165,3,327.45,2024-07-20,2,2,2,222,6,Hibernating,Medium Risk
CUST-0022,126,3,321.71,2024-08-28,2,2,2,222,6,Hibernating,Medium Risk
CUST-0869,166,2,312.44,2024-07-19,2,2,2,222,6,Hibernating,Medium Risk
CUST-0288,244,3,306.71,2024-05-02,2,2,2,222,6,Hibernating,Medium Risk
CUST-0384,258,3,299.62,2024-04-18,2,2,2,222,6,Hibernating,Medium Risk
CUST-0734,216,3,291.0,2024-05-30,2,2,2,222,6,Hibernating,Medium Risk
CUST-0075,266,3,283.84,2024-04-10,2,2,2,222,6,Hibernating,Medium Risk
CUST-0030,81,1,278.7,2024-10-12,3,1,2,312,6,Potential Loyalists,Low Risk
CUST-0047,100,2,273.7,2024-09-23,3,1,2,312,6,Potential Loyalists,Low Risk
CUST-0812,229,2,271.01,2024-05-17,2,2,2,222,6,Hibernating,Medium Risk
CUST-0487,121,3,257.86,2024-09-02,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0736,183,4,256.6,2024-07-02,2,3,1,231,6,Potential Loyalists,Medium Risk
CUST-0399,54,3,253.74,2024-11-08,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0476,12,2,251.83,2024-12-20,4,1,1,411,6,New Customers,Low Risk
CUST-0863,99,2,249.34,2024-09-24,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0369,33,2,247.07,2024-11-29,4,1,1,411,6,New Customers,Low Risk
CUST-0830,79,3,242.6,2024-10-14,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0118,124,3,236.25,2024-08-30,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0675,256,4,230.95,2024-04-20,2,3,1,231,6,Potential Loyalists,Medium Risk
CUST-0050,29,2,225.48,2024-12-03,4,1,1,411,6,New Customers,Low Risk
CUST-0816,28,1,218.95,2024-12-04,4,1,1,411,6,New Customers,Low Risk
CUST-0383,29,1,217.48,2024-12-03,4,1,1,411,6,New Customers,Low Risk
CUST-0412,13,2,217.15,2024-12-19,4,1,1,411,6,New Customers,Low Risk
CUST-0423,20,2,210.2,2024-12-12,4,1,1,411,6,New Customers,Low Risk
CUST-0671,124,3,202.75,2024-08-30,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0880,73,3,197.76,2024-10-20,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0294,24,2,193.04,2024-12-08,4,1,1,411,6,New Customers,Low Risk
CUST-0839,52,3,188.5,2024-11-10,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0167,57,4,186.11,2024-11-05,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0408,25,2,170.07,2024-12-07,4,1,1,411,6,New Customers,Low Risk
CUST-0629,62,2,150.39,2024-10-31,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0894,50,2,129.53,2024-11-12,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0693,116,2,114.93,2024-09-07,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0132,15,2,108.05,2024-12-17,4,1,1,411,6,New Customers,Low Risk
CUST-0733,95,2,99.37,2024-09-28,3,2,1,321,6,Potential Loyalists,Low Risk
CUST-0094,3,1,89.46,2024-12-29,4,1,1,411,6,New Customers,Low Risk
CUST-0466,574,2,691.8399999999999,2023-06-07,1,1,3,113,5,Potential Loyalists,High Risk
CUST-0416,315,2,645.02,2024-02-21,1,1,3,113,5,Potential Loyalists,High Risk
CUST-0742,420,1,589.33,2023-11-08,1,1,3,113,5,Potential Loyalists,High Risk
CUST-0258,327,2,520.69,2024-02-09,1,1,3,113,5,Potential Loyalists,High Risk
CUST-0618,463,2,514.99,2023-09-26,1,2,2,122,5,Hibernating,High Risk
CUST-0782,344,3,510.7,2024-01-23,1,2,2,122,5,Hibernating,Medium Risk
CUST-0623,582,3,502.59,2023-05-30,1,2,2,122,5,Hibernating,Medium Risk
CUST-0214,438,4,497.27,2023-10-21,1,2,2,122,5,Hibernating,Medium Risk
CUST-0106,397,4,492.83,2023-12-01,1,2,2,122,5,Hibernating,Medium Risk
CUST-0311,284,2,474.83,2024-03-23,2,1,2,212,5,Hibernating,Medium Risk
CUST-0336,571,3,447.0,2023-06-10,1,2,2,122,5,Hibernating,Medium Risk
CUST-0046,179,2,445.15,2024-07-06,2,1,2,212,5,Hibernating,Medium Risk
CUST-0261,328,4,439.36,2024-02-08,1,2,2,122,5,Hibernating,Medium Risk
CUST-0007,299,3,435.49,2024-03-08,1,2,2,122,5,Hibernating,Medium Risk
CUST-0895,509,3,422.73,2023-08-11,1,2,2,122,5,Hibernating,Medium Risk
CUST-0504,451,3,410.65,2023-10-08,1,2,2,122,5,Hibernating,Medium Risk
CUST-0562,470,3,409.34,2023-09-19,1,2,2,122,5,Hibernating,Medium Risk
CUST-0897,323,3,399.8,2024-02-13,1,2,2,122,5,Hibernating,Medium Risk
CUST-0057,663,3,385.19,2023-03-10,1,2,2,122,5,Hibernating,Medium Risk
CUST-0777,410,2,379.97,2023-11-18,1,2,2,122,5,Hibernating,High Risk
CUST-0638,290,2,376.0700000000001,2024-03-17,1,2,2,122,5,Hibernating,High Risk
CUST-0865,332,2,363.21,2024-02-04,1,2,2,122,5,Hibernating,High Risk
CUST-0232,269,2,356.45000000000005,2024-04-07,2,1,2,212,5,Hibernating,Medium Risk
CUST-0155,414,3,354.84000000000003,2023-11-14,1,2,2,122,5,Hibernating,Medium Risk
CUST-0183,472,3,352.65,2023-09-17,1,2,2,122,5,Hibernating,Medium Risk
CUST-0268,486,4,351.79,2023-09-03,1,2,2,122,5,Hibernating,Medium Risk
CUST-0043,177,2,338.79999999999995,2024-07-08,2,1,2,212,5,Hibernating,Medium Risk
CUST-0628,499,3,332.42,2023-08-21,1,2,2,122,5,Hibernating,Medium Risk
CUST-0267,320,4,328.57,2024-02-16,1,2,2,122,5,Hibernating,Medium Risk
CUST-0307,288,3,323.67,2024-03-19,1,2,2,122,5,Hibernating,Medium Risk
CUST-0882,398,2,318.56,2023-11-30,1,2,2,122,5,Hibernating,High Risk
CUST-0347,401,3,317.18,2023-11-27,1,2,2,122,5,Hibernating,Medium Risk
CUST-0437,133,2,316.59000000000003,2024-08-21,2,1,2,212,5,Hibernating,Medium Risk
CUST-0732,503,3,315.42999999999995,2023-08-17,1,2,2,122,5,Hibernating,Medium Risk
CUST-0786,364,3,312.59,2024-01-03,1,2,2,122,5,Hibernating,Medium Risk
CUST-0027,399,3,290.6,2023-11-29,1,2,2,122,5,Hibernating,Medium Risk
CUST-0658,360,2,289.88,2024-01-07,1,2,2,122,5,Hibernating,High Risk
CUST-0676,481,3,288.35,2023-09-08,1,2,2,122,5,Hibernating,Medium Risk
CUST-0860,309,3,287.89,2024-02-27,1,2,2,122,5,Hibernating,Medium Risk
CUST-0113,154,2,282.34000000000003,2024-07-31,2,1,2,212,5,Hibernating,Medium Risk
CUST-0058,373,3,281.03,2023-12-25,1,2,2,122,5,Hibernating,Medium Risk
